student_id,name,age,gender,score,phone,city,email,date_of_join,course,attendance,status,gpa,remarks,money_spent,event_time,hobbies,skills.soft,family.siblings,family.income.father,family.income.mother,tech_skills,skills_soft,device_item_0.type,device_item_0.brand,device_item_0.year,device_item_1.type,device_item_1.brand,device_item_1.year,addr_city,addr_district,addr_postal
213,Megan Lambert,20,Male,75.0,355-954-5695,New Michael,ali@gmail..com,,Other,111.0,pending,-2.0,Unknown,0.0,2018-07-17 00:00:00,"avoid, action","today, interesting",0,221.0,973.0,"python=2, excel=5, sql=4","today, interesting",laptop,HP,2019.0,phone,Apple,2019.0,Tashkent,New Brianshire district,100123
215,Joshua Miller,20,Female,0.0,Yoq--,Port Cynthiashire,ali@gmail..com,1977-05-17 01:23:29,Data Science,0.0,inactive,0.0,average,0.0,2002-10-07 17:41:44,Unknown,Unknown,0,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
219,John Crosby,20,Female,51.0,953-626-3866,Lake Micheleside,moorebrooke@gmail.com,1994-03-16 00:00:00,Data Science,0.0,inactive,3.46,good,0.0,1979-11-20 20:58:00,"theory, go","study, share",2,579.0,254.0,"python=5, excel=2, sql=5","study, share",laptop,HP,2023.0,phone,Apple,2022.0,Tashkent,South Joshuabury district,100368
222,Mr. Aaron Murphy,22,Female,73.0,Yoq--,North Scottmouth,pagekristina@whitney.biz,1982-05-12 00:00:00,Other,66.0,inactive,15.5,excellent,0.0,2023-07-12 00:00:00,Unknown,Unknown,0,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Tashkent,South Lauren district,100652
223,Juan Bailey,20,Unknown,77.0,Yoq--,North Joshuachester,linda09@harper.net,1999-06-11 00:00:00,Data Science,85.0,active,3.46,Unknown,0.0,1974-01-21 00:00:00,"open, full","suddenly, opportunity",0,671.0,230.0,"python=5, excel=3, sql=1","suddenly, opportunity",laptop,HP,2015.0,phone,Xiaomi,2022.0,Unknown,Unknown,Unknown
226,Brett Newman,20,Female,73.0,308-314-9187,Port Michelle,pbrown@huffman.com,,Data Science,0.0,active,3.46,average,0.0,1986-01-05 00:00:00,Unknown,Unknown,0,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
227,Stacie Hawkins,20,Unknown,84.0,Yoq--,Gregoryfurt,sarah04@davis.com,,Data Science,79.0,pending,3.46,excellent,0.0,2011-12-25 00:00:00,"he, go","a, physical",2,563.0,739.0,"python=5, excel=2, sql=2","a, physical",laptop,Lenovo,2015.0,phone,Xiaomi,2024.0,Unknown,Unknown,Unknown
228,Ann Patterson,20,Female,51.0,Yoq--,East Kristopherbury,ali@gmail..com,2013-12-10 04:01:20,Data Science,0.0,pending,3.46,average,0.0,1992-04-30 00:00:00,Unknown,Unknown,0,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
230,Cesar Carr,19,Unknown,70.0,Yoq--,Port Alvin,gthomas@yahoo.com,,Python,0.0,inactive,3.46,excellent,0.0,2014-12-04 00:00:00,"goal, green","democratic, themselves",5,296.0,1311.0,"python=2, excel=5, sql=1","democratic, themselves",laptop,Dell,2015.0,phone,Samsung,2018.0,Unknown,Unknown,Unknown
233,Shannon Floyd,20,Female,51.0,462-427-5971,South Heather,ytran@knapp.org,2014-02-28 00:00:00,Other,0.0,inactive,0.0,excellent,0.0,2001-06-14 22:43:00,"parent, might","part, size",2,759.0,1025.0,"python=2, excel=4, sql=4","part, size",laptop,Lenovo,2021.0,phone,Xiaomi,2019.0,Unknown,Unknown,Unknown
234,Kenneth Frye,19,Male,51.0,Yoq--,North Juanborough,sydney04@keith-roberson.net,2021-01-27 00:00:00,Data Science,0.0,pending,1.08,excellent,0.0,2019-12-02 00:00:00,"nothing, senior","area, standard",2,1191.0,1458.0,"python=5, excel=5, sql=3","area, standard",laptop,Dell,2021.0,phone,Samsung,2023.0,Unknown,Unknown,Unknown
239,Daniel King,20,Female,0.0,001-201-4518,Russellmouth,bburns@yahoo.com,,Python,0.0,inactive,0.0,excellent,174.0,1981-10-05 00:00:00,"cold, deep","term, light",1,1398.0,576.0,"python=4, excel=3, sql=5","term, light",laptop,HP,2015.0,phone,Apple,2023.0,Unknown,Unknown,Unknown
240,Claire Smith,20,Unknown,62.0,Yoq--,Leebury,ronald78@hotmail.com,2003-10-17 10:01:07,Data Science,0.0,active,0.0,Unknown,0.0,2009-12-28 21:57:36,"close, ground","life, only",4,1231.0,1351.0,"python=4, excel=1, sql=1","life, only",laptop,Lenovo,2021.0,phone,Xiaomi,2019.0,Unknown,Unknown,Unknown
241,David Grimes,20,Male,65.0,382-474-5618,East Nancymouth,ckoch@gmail.com,,Other,110.0,active,3.11,good,0.0,Unknown,"mean, that","though, less",2,1115.0,1223.0,"python=5, excel=3, sql=4","though, less",laptop,Dell,2021.0,phone,Xiaomi,2020.0,Tashkent,East Pamelafurt district,100917
245,Linda Castro,19,Female,51.0,114-912-4086,North Amanda,wendyhoffman@hotmail.com,,Data Science,84.0,pending,0.0,Unknown,0.0,1997-09-30 06:56:34,"least, environment","course, hear",0,1496.0,514.0,"python=3, excel=2, sql=4","course, hear",laptop,Lenovo,2020.0,phone,Samsung,2019.0,Tashkent,West Ericborough district,100678
249,Timothy Mcdonald,22,Unknown,0.0,876-918-6415,East Ashleyland,david26@hotmail.com,1985-06-09 18:30:20,Data Science,0.0,active,2.62,excellent,0.0,2022-07-19 00:00:00,Unknown,Unknown,0,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
250,Cassie Roberts,20,Male,0.0,Yoq--,South Stanley,lgarcia@hotmail.com,2024-09-14 00:00:00,Python,0.0,pending,-2.0,excellent,0.0,1977-06-21 00:00:00,Unknown,Unknown,0,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
254,William Washington,20,Unknown,51.0,915-056-1418,West Alison,nicholashoward@arellano-hart.com,,Data Science,118.0,inactive,3.02,excellent,0.0,2022-05-17 00:00:00,"read, leg","run, sister",3,952.0,643.0,"python=3, excel=1, sql=1","run, sister",laptop,HP,2020.0,phone,Apple,2024.0,Unknown,Unknown,Unknown
258,Mrs. Dana Cole,20,Female,0.0,118-259-4272,Andersonville,ali@gmail..com,2022-05-24 00:00:00,Data Science,0.0,active,0.0,average,0.0,2023-03-11 00:00:00,"me, sister","yes, available",4,340.0,633.0,"python=2, excel=1, sql=5","yes, available",laptop,HP,2021.0,phone,Samsung,2022.0,Unknown,Unknown,Unknown
259,Dean Lozano,20,Female,0.0,Yoq--,Brandonfurt,ali@gmail..com,1974-11-27 05:57:07,Python,0.0,pending,0.0,good,0.0,1972-03-07 06:41:17,"this, trouble","face, response",5,1300.0,1048.0,"python=2, excel=2, sql=3","face, response",laptop,HP,2019.0,phone,Apple,2020.0,Unknown,Unknown,Unknown
261,Charles Smith,20,Unknown,89.0,737-407-8314,Lake Josephtown,xthomas@lambert-collins.com,1984-12-16 11:44:14,Other,86.0,inactive,15.5,average,0.0,2002-01-01 00:00:00,"anyone, bed","would, after",2,518.0,607.0,"python=1, excel=3, sql=4","would, after",laptop,HP,2015.0,phone,Samsung,2020.0,Unknown,Unknown,Unknown
264,James Griffin,20,Female,51.0,635-914-0072,West Marieland,kevinboyd@foster-nichols.com,1989-05-11 00:00:00,Data Science,92.0,active,4.46,Unknown,219.0,2018-01-14 08:03:10,"green, box","society, next",3,1161.0,228.0,"python=2, excel=1, sql=2","society, next",laptop,HP,2024.0,phone,Samsung,2024.0,Tashkent,North Tyroneville district,100883
265,Justin Arnold,18,Female,81.0,712-835-3547,West Victoriastad,hollyhuffman@morales-kim.biz,1972-03-11 00:00:00,Other,0.0,inactive,15.5,excellent,0.0,2000-11-24 00:00:00,"maintain, hard","common, resource",3,422.0,1398.0,"python=1, excel=1, sql=2","common, resource",laptop,Lenovo,2016.0,phone,Xiaomi,2022.0,Unknown,Unknown,Unknown
268,Adam Bowman,20,Female,90.0,Yoq--,North Brentport,ali@gmail..com,,Other,84.0,inactive,0.0,average,0.0,Unknown,Unknown,Unknown,0,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Tashkent,Lake Stacy district,100919
274,April Sharp,20,Male,79.0,132-149-7176,Guzmanbury,allison39@hotmail.com,2007-01-26 08:08:12,Other,0.0,active,4.24,average,127.0,1977-10-29 00:00:00,Unknown,Unknown,0,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
275,Jessica Leon,20,Female,78.0,712-921-9367,West Toddside,ali@gmail..com,1973-01-13 00:00:00,Data Science,0.0,inactive,1.35,average,0.0,1971-12-26 00:00:00,"group, great","may, suddenly",3,850.0,388.0,"python=1, excel=2, sql=1","may, suddenly",laptop,Dell,2019.0,phone,Xiaomi,2024.0,Unknown,Unknown,Unknown
277,Hunter Smith,19,Male,0.0,113-187-6728,Robinsonton,ali@gmail..com,2007-04-03 20:56:59,Python,102.0,active,0.0,excellent,0.0,1974-06-11 00:00:00,"those, partner","which, actually",3,1415.0,828.0,"python=5, excel=4, sql=4","which, actually",laptop,HP,2016.0,phone,Apple,2018.0,Tashkent,Ashleyborough district,100060
283,William Torres,21,Female,0.0,562-270-5245,Suzanneland,khantricia@swanson.com,1977-12-04 00:00:00,Data Science,0.0,pending,-2.0,Unknown,53.0,1993-12-20 16:18:00,"specific, me","hand, room",5,709.0,1412.0,"python=3, excel=2, sql=4","hand, room",laptop,HP,2023.0,phone,Apple,2019.0,Unknown,Unknown,Unknown
284,Vicki Morales,21,Female,0.0,Yoq--,North Jacqueline,harveydaniel@grimes.com,2014-08-11 06:04:00,Data Science,0.0,inactive,3.46,excellent,0.0,2007-05-22 00:00:00,Unknown,Unknown,0,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
286,Vincent Huffman,20,Female,83.0,132-331-2825,Lake Robin,ali@gmail..com,1972-06-07 00:00:00,Data Science,0.0,active,2.15,excellent,0.0,1992-12-30 00:00:00,Unknown,Unknown,0,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
287,Jeffrey Lowe,19,Female,90.0,161-909-6506,North Erikbury,qparker@hotmail.com,1983-12-25 05:25:00,Data Science,0.0,inactive,3.91,Unknown,0.0,1970-06-14 00:00:00,"candidate, rate","information, available",3,567.0,233.0,"python=5, excel=4, sql=1","information, available",laptop,Dell,2020.0,phone,Apple,2021.0,Unknown,Unknown,Unknown
288,Hannah Roberts,20,Male,51.0,199-098-4255,West Virginia,wrightalexis@lopez.biz,1970-02-27 00:00:00,Other,0.0,pending,-2.0,excellent,0.0,Unknown,Unknown,Unknown,0,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
292,Lynn Gordon,21,Female,51.0,157-468-6959,Johnsonchester,henry44@craig.com,1974-10-28 00:11:00,Other,0.0,inactive,0.0,excellent,0.0,2022-11-23 00:00:00,Unknown,Unknown,0,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
294,Wendy Dunn,20,Female,0.0,Yoq--,Stewarttown,rubencunningham@hotmail.com,1986-05-29 00:00:00,Other,0.0,active,3.46,good,0.0,2022-09-16 05:31:23,"make, area","produce, page",3,1047.0,811.0,"python=1, excel=3, sql=5","produce, page",laptop,Dell,2021.0,phone,Apple,2020.0,Unknown,Unknown,Unknown
297,Tiffany Reyes,20,Male,91.0,899-991-8816,South Pamela,sanchezkevin@yahoo.com,1975-09-06 21:44:00,Other,0.0,inactive,3.46,good,0.0,1970-12-04 00:00:00,"half, wind","create, word",3,524.0,1494.0,"python=5, excel=1, sql=3","create, word",laptop,Dell,2023.0,phone,Apple,2019.0,Unknown,Unknown,Unknown
299,Vincent Collins,18,Male,51.0,143-955-0610,West Jamie,melissa37@burnett.com,1999-03-25 00:00:00,Other,0.0,pending,-2.0,average,0.0,Unknown,"million, over","stop, enough",5,1419.0,1065.0,"python=2, excel=1, sql=1","stop, enough",laptop,Dell,2023.0,phone,Samsung,2024.0,Unknown,Unknown,Unknown
300,Jared Mckinney,20,Unknown,0.0,001-513-6377,Jacksonbury,elizabeth02@hotmail.com,1973-09-09 00:00:00,Data Science,102.0,inactive,15.5,Unknown,0.0,2021-02-09 00:00:00,"finish, age","win, fall",4,1342.0,1266.0,"python=3, excel=1, sql=4","win, fall",laptop,HP,2017.0,phone,Samsung,2021.0,Tashkent,North Teresaberg district,100009
301,Andrew Andrews,20,Male,74.0,Yoq--,Aprilberg,gcastillo@bishop.info,1995-05-03 21:16:50,Other,0.0,pending,-2.0,Unknown,0.0,1981-04-20 15:02:00,"remain, management","analysis, respond",0,642.0,773.0,"python=2, excel=3, sql=3","analysis, respond",laptop,Lenovo,2024.0,phone,Samsung,2018.0,Unknown,Unknown,Unknown
304,John Collier,20,Unknown,51.0,457-743-1966,Mathewsland,ali@gmail..com,2019-07-01 14:27:24,Python,98.0,pending,-2.0,excellent,0.0,2015-06-08 17:05:00,"lose, reach","table, someone",1,856.0,1449.0,"python=4, excel=4, sql=4","table, someone",laptop,Dell,2017.0,phone,Xiaomi,2019.0,Unknown,Unknown,Unknown
306,Kayla Martinez,20,Female,0.0,Yoq--,Nelsonshire,singhmicheal@gmail.com,,Other,105.0,active,0.0,Unknown,0.0,1997-11-20 20:49:58,"cost, computer","safe, manager",5,363.0,462.0,"python=5, excel=2, sql=5","safe, manager",laptop,Lenovo,2015.0,phone,Samsung,2019.0,Unknown,Unknown,Unknown
313,Willie Hoover,20,Female,0.0,001-903-0256,Fullermouth,holmessteven@hotmail.com,2009-12-25 00:00:00,Other,0.0,inactive,-2.0,average,248.0,1980-05-04 00:00:00,"pass, staff","specific, reduce",3,508.0,1273.0,"python=4, excel=2, sql=1","specific, reduce",laptop,Lenovo,2015.0,phone,Apple,2023.0,Unknown,Unknown,Unknown
314,Jennifer Johnson,20,Female,0.0,114-921-0255,Turnerberg,ali@gmail..com,2002-02-04 04:27:49,Other,66.0,pending,3.46,excellent,0.0,2024-06-23 00:00:00,Unknown,Unknown,0,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Tashkent,Pittmanchester district,100280
316,Michele Hogan,20,Male,0.0,180-799-5516,Burgessside,ssmith@hotmail.com,1980-05-22 02:05:36,Data Science,0.0,active,15.5,average,0.0,1982-12-24 00:00:00,"operation, toward","performance, building",3,869.0,375.0,"python=1, excel=2, sql=4","performance, building",laptop,Dell,2023.0,phone,Apple,2023.0,Unknown,Unknown,Unknown
318,Sarah Perez MD,19,Male,75.0,Yoq--,East Erik,ericphillips@ramirez.com,,Data Science,0.0,pending,0.0,good,0.0,Unknown,"stand, father","meeting, parent",5,824.0,1340.0,"python=4, excel=4, sql=1","meeting, parent",laptop,Dell,2017.0,phone,Xiaomi,2024.0,Unknown,Unknown,Unknown
319,Carolyn Moreno,22,Male,82.0,Yoq--,West Randy,williamslarry@hotmail.com,1986-08-30 00:00:00,Python,0.0,pending,15.5,excellent,0.0,Unknown,"responsibility, read","civil, shoulder",1,319.0,400.0,"python=3, excel=3, sql=1","civil, shoulder",laptop,HP,2023.0,phone,Apple,2021.0,Unknown,Unknown,Unknown
320,Joshua Ross,20,Unknown,67.0,001-676-8851,Stanleymouth,ali@gmail..com,2023-08-04 00:00:00,Other,97.0,pending,3.46,average,0.0,2012-12-04 00:00:00,"great, necessary","sometimes, president",0,635.0,304.0,"python=3, excel=4, sql=3","sometimes, president",laptop,HP,2017.0,phone,Apple,2024.0,Unknown,Unknown,Unknown
322,Antonio Bryan,22,Female,51.0,Yoq--,Lake Helen,adavis@hotmail.com,2010-04-14 00:00:00,Other,87.0,inactive,3.46,good,0.0,2025-05-15 00:00:00,"bring, sea","heart, thank",3,721.0,564.0,"python=4, excel=2, sql=3","heart, thank",laptop,Dell,2017.0,phone,Samsung,2022.0,Tashkent,East Connie district,100047
325,Nicholas Bell,20,Female,51.0,Yoq--,Bowenfort,ali@gmail..com,2000-07-12 00:00:00,Data Science,0.0,pending,15.5,excellent,223.0,1979-03-19 08:45:49,Unknown,Unknown,0,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
326,Micheal Knapp,20,Female,87.0,544-113-4366,Lauraport,thomaswilliams@gmail.com,,Other,64.0,active,3.46,excellent,229.0,2011-03-25 07:47:00,"evidence, start","call, per",3,1235.0,1300.0,"python=5, excel=1, sql=5","call, per",laptop,HP,2017.0,phone,Apple,2020.0,Unknown,Unknown,Unknown
330,Joseph Johnson,20,Male,51.0,024-744-6407,Luisport,johnyoung@yahoo.com,1998-09-06 02:39:28,Other,0.0,inactive,3.46,good,0.0,1996-06-25 02:28:00,"spring, either","region, court",0,574.0,1222.0,"python=1, excel=5, sql=4","region, court",laptop,Lenovo,2017.0,phone,Samsung,2020.0,Unknown,Unknown,Unknown
335,David Taylor,20,Female,0.0,Yoq--,Haroldborough,ali@gmail..com,1991-05-08 21:18:00,Data Science,0.0,inactive,3.2,good,0.0,1991-07-23 00:00:00,"during, social","for, mission",2,433.0,628.0,"python=2, excel=5, sql=2","for, mission",laptop,Lenovo,2018.0,phone,Xiaomi,2019.0,Tashkent,North Angela district,100462
336,Shane Orr,20,Female,0.0,180-800-7298,Lake Lance,odommeredith@yahoo.com,,Other,0.0,pending,3.46,excellent,0.0,1993-06-13 00:00:00,Unknown,Unknown,0,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Tashkent,Thomasport district,100098
343,Leah Anderson,18,Male,51.0,365-090-3299,East Thomasview,michaelchase@hotmail.com,2012-10-19 12:24:00,Other,69.0,active,0.0,Unknown,203.0,2006-08-23 00:00:00,Unknown,Unknown,0,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
346,Amy Cole,20,Female,68.0,712-316-8833,East Samanthachester,jenniferlevy@carlson-caldwell.com,1977-05-05 20:37:10,Data Science,114.0,pending,-2.0,good,0.0,2006-11-12 00:00:00,"else, scientist","whether, rock",5,381.0,899.0,"python=3, excel=1, sql=2","whether, rock",laptop,HP,2021.0,phone,Samsung,2020.0,Unknown,Unknown,Unknown
347,William Bright,21,Unknown,51.0,001-063-9746,Carterbury,david32@yahoo.com,2003-09-17 00:00:00,Data Science,0.0,active,3.46,good,0.0,2009-09-05 15:17:09,"unit, send","always, order",1,740.0,774.0,"python=4, excel=2, sql=2","always, order",laptop,Dell,2023.0,phone,Xiaomi,2019.0,Unknown,Unknown,Unknown
348,Julie Gill,22,Unknown,67.0,Yoq--,Samuelstad,ali@gmail..com,2004-06-14 00:00:00,Other,0.0,inactive,3.46,Unknown,73.0,1970-01-08 00:00:00,"source, person","trouble, effect",2,363.0,669.0,"python=2, excel=4, sql=4","trouble, effect",laptop,Dell,2018.0,phone,Xiaomi,2020.0,Tashkent,West James district,100774
350,Megan Nelson,22,Female,0.0,Yoq--,Sandrabury,ali@gmail..com,2020-10-01 00:00:00,Other,70.0,active,0.0,excellent,0.0,Unknown,"hold, thus","thank, current",2,1220.0,1488.0,"python=4, excel=1, sql=1","thank, current",laptop,Dell,2017.0,phone,Apple,2020.0,Unknown,Unknown,Unknown
361,Wesley Logan,20,Unknown,63.0,972-978-9280,New Nathan,crystal65@gmail.com,1972-07-26 00:00:00,Data Science,117.0,active,0.0,excellent,0.0,2014-08-12 00:00:00,"girl, thought","personal, before",5,676.0,1252.0,"python=3, excel=5, sql=5","personal, before",laptop,Lenovo,2015.0,phone,Samsung,2020.0,Unknown,Unknown,Unknown
364,Chelsea Green,18,Female,0.0,Yoq--,Amymouth,patricia88@pruitt-dyer.com,,Other,0.0,active,0.0,Unknown,0.0,1977-07-17 00:00:00,Unknown,Unknown,0,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
367,Mrs. Patricia Martin,19,Unknown,91.0,430-462-8893,Lake Neil,ramosbrian@campbell.info,2015-04-05 00:00:00,Data Science,100.0,inactive,0.0,Unknown,287.0,2016-10-10 00:00:00,"Mr, set","child, staff",5,1398.0,413.0,"python=5, excel=5, sql=3","child, staff",laptop,Lenovo,2023.0,phone,Xiaomi,2021.0,Unknown,Unknown,Unknown
368,Dr. Julie Grimes,22,Female,70.0,671-426-0050,Jessicaborough,kevinbailey@roberts.com,1996-09-27 00:00:00,Data Science,0.0,inactive,3.46,Unknown,0.0,2012-09-06 00:00:00,"book, ten","recently, ground",0,643.0,773.0,"python=5, excel=3, sql=4","recently, ground",laptop,Lenovo,2017.0,phone,Samsung,2021.0,Unknown,Unknown,Unknown
373,Claire Armstrong,20,Male,87.0,555-346-5757,Jamesburgh,ali@gmail..com,,Other,97.0,pending,-2.0,excellent,0.0,Unknown,"much, long","million, standard",3,1096.0,1164.0,"python=3, excel=2, sql=3","million, standard",laptop,Dell,2022.0,phone,Apple,2021.0,Unknown,Unknown,Unknown
376,Shawn Lewis,19,Male,89.0,Yoq--,Roseville,phill@thompson.com,,Data Science,0.0,active,15.5,excellent,0.0,2009-02-15 21:26:28,"successful, small","require, to",0,1411.0,853.0,"python=2, excel=1, sql=5","require, to",laptop,Dell,2024.0,phone,Apple,2018.0,Unknown,Unknown,Unknown
377,Robert Phillips,20,Male,51.0,761-348-3331,Rodriguezstad,anthonysusan@davis.com,1971-11-02 00:00:00,Other,0.0,active,-2.0,average,95.0,2000-01-31 00:00:00,"offer, unit","tree, understand",3,785.0,1178.0,"python=2, excel=1, sql=2","tree, understand",laptop,Lenovo,2020.0,phone,Apple,2022.0,Unknown,Unknown,Unknown
379,Lori Hall,20,Unknown,51.0,001-879-2974,South Jasonchester,ali@gmail..com,2012-10-19 00:09:00,Other,0.0,active,0.0,good,0.0,Unknown,Unknown,Unknown,0,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
380,Luke Frazier,20,Male,51.0,Yoq--,Johnburgh,gregory00@wiggins.info,2022-09-18 00:00:00,Other,0.0,active,0.0,excellent,0.0,Unknown,"pressure, yeah","husband, contain",4,1057.0,1225.0,"python=2, excel=4, sql=2","husband, contain",laptop,Lenovo,2018.0,phone,Samsung,2023.0,Tashkent,West Glenn district,100309
387,Pamela Jackson,20,Female,51.0,Yoq--,Jameschester,mthomas@gmail.com,1996-06-10 21:55:17,Python,0.0,pending,3.46,average,164.0,2013-04-11 00:00:00,Unknown,Unknown,0,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
388,Julie Simpson,22,Male,51.0,490-287-4294,Bryantport,sheltonstephen@gmail.com,2008-01-20 00:00:00,Data Science,73.0,pending,15.5,good,0.0,2022-05-25 00:00:00,"suggest, any","time, always",0,1470.0,637.0,"python=4, excel=4, sql=1","time, always",laptop,Dell,2022.0,phone,Samsung,2018.0,Unknown,Unknown,Unknown
390,Terry Schaefer,20,Female,0.0,144-543-7598,New Michael,spencestacy@yahoo.com,2023-02-01 00:00:00,Data Science,0.0,pending,3.46,Unknown,229.0,1993-09-02 23:31:26,Unknown,Unknown,0,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Tashkent,Deniseview district,100684
391,Bobby Armstrong,19,Female,0.0,Yoq--,Lake Joshua,ali@gmail..com,1971-09-06 17:07:00,Data Science,102.0,pending,3.37,Unknown,0.0,1982-12-09 00:00:00,Unknown,Unknown,0,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
392,Maureen Clark,20,Male,56.0,Yoq--,Campbellmouth,ali@gmail..com,2009-05-26 19:59:00,Other,113.0,pending,0.0,Unknown,0.0,1976-07-12 07:26:09,Unknown,Unknown,0,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Tashkent,Williamsview district,100561
393,Lance Matthews,20,Unknown,51.0,Yoq--,West Jacob,ali@gmail..com,2025-08-05 17:25:00,Other,62.0,pending,1.58,good,0.0,Unknown,Unknown,Unknown,0,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
395,Donna Watkins,20,Male,51.0,878-516-8334,Port Leahchester,shepherdkathryn@yahoo.com,1979-08-21 00:00:00,Data Science,0.0,active,15.5,average,0.0,1987-03-06 00:00:00,"later, manager","TV, church",4,293.0,1109.0,"python=2, excel=3, sql=4","TV, church",laptop,Lenovo,2019.0,phone,Xiaomi,2018.0,Tashkent,Jonathantown district,100374
399,Sarah Stafford,18,Female,0.0,Yoq--,North Angelatown,hgarcia@rivers.info,1984-11-07 11:37:00,Data Science,83.0,pending,1.84,excellent,0.0,1995-03-08 02:43:00,"seek, until","thus, state",2,979.0,784.0,"python=1, excel=5, sql=4","thus, state",laptop,Dell,2019.0,phone,Samsung,2023.0,Unknown,Unknown,Unknown
400,Cameron Potter DDS,20,Female,83.0,001-669-6556,West Annaberg,jwoods@gmail.com,,Data Science,107.0,pending,3.46,Unknown,283.0,1994-03-21 00:00:00,"wrong, event","final, very",0,1250.0,614.0,"python=4, excel=5, sql=1","final, very",laptop,Dell,2017.0,phone,Samsung,2019.0,Unknown,Unknown,Unknown
402,Zachary Brooks,19,Unknown,80.0,089-790-7904,Nealview,anthonyhamilton@yahoo.com,2020-10-12 00:00:00,Other,90.0,active,0.0,excellent,77.0,2009-07-16 00:00:00,Unknown,Unknown,0,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
405,Jessica Davidson,20,Female,0.0,Yoq--,Lake Madison,ali@gmail..com,1988-08-30 11:17:35,Data Science,66.0,active,-2.0,good,0.0,1985-06-14 00:00:00,"sound, feel","democratic, blood",3,1243.0,1258.0,"python=1, excel=5, sql=4","democratic, blood",laptop,Lenovo,2018.0,phone,Samsung,2023.0,Unknown,Unknown,Unknown
410,Michael Garrett,20,Female,64.0,Yoq--,North Samanthaberg,heathercoleman@jones.com,1996-09-19 10:21:00,Data Science,0.0,active,2.18,excellent,272.0,2021-01-17 00:00:00,Unknown,Unknown,0,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
411,Robert Rojas,21,Unknown,69.0,103-295-9264,New Randy,yyates@gmail.com,1992-11-30 00:00:00,Other,0.0,inactive,0.0,Unknown,0.0,2003-04-23 00:00:00,"tend, goal","pull, form",0,1252.0,483.0,"python=3, excel=4, sql=1","pull, form",laptop,Lenovo,2023.0,phone,Xiaomi,2018.0,Unknown,Unknown,Unknown
412,Alexandria Ruiz,20,Unknown,0.0,247-635-2532,New Jasontown,birdsamuel@williams-valdez.info,,Other,0.0,pending,3.75,average,205.0,2019-10-02 00:00:00,Unknown,Unknown,0,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
413,Terry Payne,20,Unknown,51.0,Yoq--,Tuckerland,igonzalez@yahoo.com,1977-04-18 01:06:25,Data Science,0.0,inactive,-2.0,average,0.0,2011-12-12 00:00:00,"how, all","ago, expert",2,1459.0,839.0,"python=1, excel=4, sql=3","ago, expert",laptop,Lenovo,2019.0,phone,Xiaomi,2020.0,Unknown,Unknown,Unknown
